ZEIT;RAUM;MERKMAL;WERT
2020;28 Neutor;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;47.15
2019;33 Schützenhof;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;47.12
2022;33 Schützenhof;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;47.09
2022;51 Gievenbeck;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;47.07
2020;28 Neutor;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;46.89
2019;28 Neutor;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;46.82
2017;12 Überwasser;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;46.77
2019;28 Neutor;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;46.73
2015;51 Gievenbeck;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;46.69
2018;33 Schützenhof;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;46.68
2021;28 Neutor;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;46.63
2019;28 Neutor;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;46.63
2015;14 Buddenturm;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;46.56
2021;13 Dom;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;46.43
2015;51 Gievenbeck;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;46.37
2020;33 Schützenhof;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;46.36
2016;81 Gremmendorf-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;46.35
2021;81 Gremmendorf-West;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;46.23
2016;12 Überwasser;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;46.15
2019;12 Überwasser;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;46.15
2017;28 Neutor;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;46.1
2022;9 Münster-Hiltrup;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;46.05
2018;51 Gievenbeck;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;46.05
2019;81 Gremmendorf-West;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;46.03
2015;51 Gievenbeck;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;46.02
2022;12 Überwasser;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;45.95
2015;12 Überwasser;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;45.9
2022;97 Hiltrup-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;45.9
2018;51 Gievenbeck;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;45.87
2021;81 Gremmendorf-West;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;45.85
2018;51 Gievenbeck;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;45.69
2015;61 Coerde;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;45.57
2022;9 Münster-Hiltrup;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;45.55
2015;33 Schützenhof;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;45.52
2020;33 Schützenhof;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;45.5
2017;43 Hafen;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;45.45
2021;81 Gremmendorf-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;45.44
2021;33 Schützenhof;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;45.41
2019;51 Gievenbeck;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;45.38
2021;97 Hiltrup-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;45.37
2019;97 Hiltrup-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;45.21
2019;51 Gievenbeck;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;45.19
2021;51 Gievenbeck;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;45.17
2017;12 Überwasser;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;45.16
2015;33 Schützenhof;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;45.12
2022;9 Münster-Hiltrup;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;45.08
2015;61 Coerde;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;45.06
2017;51 Gievenbeck;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;45.05
2014;61 Coerde;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;44.97
2019;51 Gievenbeck;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.97
2015;14 Buddenturm;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;44.94
2017;51 Gievenbeck;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;44.86
2020;51 Gievenbeck;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;44.79
2015;33 Schützenhof;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;44.74
2021;33 Schützenhof;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;44.72
2017;51 Gievenbeck;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;44.67
2014;51 Gievenbeck;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.63
2020;97 Hiltrup-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.63
2015;61 Coerde;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;44.59
2016;61 Coerde;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;44.59
2020;33 Schützenhof;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.59
2019;12 Überwasser;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;44.44
2016;62 Kinderhaus-Ost;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.44
2021;28 Neutor;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.39
2021;9 Münster-Hiltrup;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.33
2021;51 Gievenbeck;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;44.31
2019;43 Hafen;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;44.29
2020;9 Münster-Hiltrup;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.22
2021;9 Münster-Hiltrup;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;44.21
2017;9 Münster-Hiltrup;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.16
2018;97 Hiltrup-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.14
2022;97 Hiltrup-West;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;44.13
2021;9 Münster-Hiltrup;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;44.11
2021;33 Schützenhof;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;44.07
2020;51 Gievenbeck;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;44.05
2017;97 Hiltrup-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;44.04
2020;9 Münster-Hiltrup;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;44.02
2017;9 Münster-Hiltrup;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.99
2021;97 Hiltrup-West;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.97
2014;61 Coerde;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;43.94
2016;51 Gievenbeck;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.89
2016;61 Coerde;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;43.88
2016;51 Gievenbeck;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.88
2016;51 Gievenbeck;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;43.87
2020;9 Münster-Hiltrup;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;43.84
2017;9 Münster-Hiltrup;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;43.83
2022;62 Kinderhaus-Ost;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.78
2016;9 Münster-Hiltrup;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.77
2018;62 Kinderhaus-Ost;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.76
2019;97 Hiltrup-West;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.74
2015;97 Hiltrup-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.65
2019;9 Münster-Hiltrup;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;43.54
2014;97 Hiltrup-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.54
2019;9 Münster-Hiltrup;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.5
2019;81 Gremmendorf-West;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.48
2019;9 Münster-Hiltrup;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.46
2018;9 Münster-Hiltrup;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.45
2017;61 Coerde;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;43.41
2018;9 Münster-Hiltrup;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.39
2014;51 Gievenbeck;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.37
2020;97 Hiltrup-West;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.37
2022;62 Kinderhaus-Ost;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.36
2021;51 Gievenbeck;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.36
2018;9 Münster-Hiltrup;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;43.34
2015;62 Kinderhaus-Ost;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.34
2021;15 Martini;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.33
2018;62 Kinderhaus-Ost;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.27
2017;62 Kinderhaus-Ost;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.26
2016;9 Münster-Hiltrup;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.25
2020;51 Gievenbeck;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.25
2017;61 Coerde;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;43.22
2017;8 Münster-Südost;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;43.21
2016;61 Coerde;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;43.19
2021;68 Sprakel;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;43.14
2014;33 Schützenhof;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.09
2014;12 Überwasser;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;43.08
2018;81 Gremmendorf-West;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;43.07
2017;61 Coerde;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;43.04
2015;9 Münster-Hiltrup;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;43.02
2019;61 Coerde;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;43.01
2014;61 Coerde;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;42.98
2022;62 Kinderhaus-Ost;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;42.95
2017;97 Hiltrup-West;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;42.94
2016;97 Hiltrup-West;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;42.94
2015;13 Dom;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;42.86
2016;12 Überwasser;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;42.86
2018;43 Hafen;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;42.86
2019;12 Überwasser;Anteil der weiblichen Kinder mit Migrationsvorgeschichte an allen weiblichen Kindern - Kernindikator 3;42.86
2020;81 Gremmendorf-West;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;42.83
2018;62 Kinderhaus-Ost;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;42.8
2020;62 Kinderhaus-Ost;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;42.77
2018;97 Hiltrup-West;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;42.76
2016;9 Münster-Hiltrup;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;42.75
2014;63 Kinderhaus-West;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;42.75
2021;62 Kinderhaus-Ost;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;42.73
2014;33 Schützenhof;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;42.71
2017;8 Münster-Südost;Anteil der Kinder mit Migrationsvorgeschichte an allen Kindern - Kernindikator 3;42.63
2021;97 Hiltrup-West;Anteil der männlichen Kinder mit Migrationsvorgeschichte an allen männlichen Kindern - Kernindikator 3;42.63
2018;61 Coerde;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;42.62
